"","id","catholic","race_white","race_black","race_hispanic","race_asian","places_lived","m_age","f_age","f_ed","m_ed","m_prestige","f_prestige","fam_income","poverty","fstamp","math_score"
"994","0124006C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.724
"995","0124009C",0,0,1,0,0,1,32,NA,NA,1,34.95,NA,22500.5,1,1,36.499
"996","0124010C",0,0,1,0,0,1,48,55,0,1,34.95,34.95,45000.5,0,0,37.018
"997","0124011C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.228
"998","0124013C",0,0,1,0,0,1,32,NA,NA,1,34.95,NA,22500.5,1,1,66.183
"999","0124014C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.321
"1000","0124021C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.354
"1001","0124022C",0,0,1,0,0,1,35,45,1,1,57.83,39.2,37500.5,0,0,37.698
"1002","0125002C",0,0,0,1,0,NA,31,NA,NA,0,63.43,NA,37500.5,0,NA,44.85
"1003","0125003C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.572
"1004","0125007C",0,0,1,0,0,1,37,NA,NA,1,35.63,NA,5000,1,1,31.114
"1005","0125009C",0,0,0,1,0,1,28,NA,NA,1,NA,NA,7500.5,1,1,35.293
"1006","0125011C",0,0,1,0,0,1,36,46,0,0,63.43,53.5,32500.5,0,0,48.204
"1007","0125015C",0,0,0,1,0,1,50,NA,NA,1,59,NA,17500.5,1,0,49.416
"1008","0125016C",0,0,1,0,0,1,42,44,1,1,34.95,39.2,17500.5,1,0,35.965
"1009","0125017C",0,0,0,1,0,1,34,NA,NA,0,NA,NA,5000,1,1,42.572
"1010","0125018C",0,0,1,0,0,1,45,NA,NA,1,34.95,NA,5000,1,1,60.25
"1011","0125023C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.539
"1012","0125024C",0,0,0,1,0,1,28,NA,NA,1,38.18,NA,7500.5,1,1,42.668
"1013","0128001C",0,0,0,0,1,1,47,54,1,0,35.92,35.92,45000.5,0,0,41.474
"1014","0128004C",0,0,0,0,1,1,32,38,0,0,NA,53.5,62500.5,0,0,59.107
"1015","0128005C",0,1,0,0,0,1,43,40,0,1,34.95,35.78,62500.5,0,0,55.704
"1016","0128006C",0,1,0,0,0,1,37,38,1,1,38.18,39.2,87500.5,0,0,54.809
"1017","0128007C",0,0,0,1,0,1,34,37,0,0,38.18,35.78,62500.5,0,0,47.418
"1018","0128008C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.342
"1019","0128009C",0,1,0,0,0,1,37,38,1,0,53.5,39.2,87500.5,0,0,48.776
"1020","0128010C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.407
"1021","0128011C",0,0,0,1,0,1,NA,51,0,NA,NA,34.95,87500.5,0,0,48.983
"1022","0128012C",0,1,0,0,0,1,43,43,0,0,61.56,39.2,87500.5,0,0,59.72
"1023","0128013C",0,0,0,1,0,1,34,37,1,1,34.95,38.18,62500.5,0,0,44.779
"1024","0128014C",0,1,0,0,0,1,28,28,0,0,53.5,39.18,150000.5,0,0,40.582
"1025","0128015C",0,1,0,0,0,1,42,43,1,1,38.18,39.18,62500.5,0,0,52.502
"1026","0128017C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.97
"1027","0128018C",0,1,0,0,0,1,35,37,1,0,34.95,39.2,37500.5,0,0,51.576
"1028","0128019C",0,1,0,0,0,1,41,42,0,1,NA,34.95,62500.5,0,0,60.49
"1029","0128020C",0,1,0,0,0,1,35,35,0,0,NA,53.5,62500.5,0,0,57.876
"1030","0128021C",0,1,0,0,0,1,38,42,0,0,NA,39.2,150000.5,0,0,49.371
"1031","0128022C",0,0,0,1,0,1,60,64,1,1,NA,NA,45000.5,0,0,37.371
"1032","0128025C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.481
"1033","0131004C",0,0,0,0,1,1,35,39,0,0,61.56,48.69,87500.5,0,0,56.595
"1034","0131005C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.601
"1035","0131007C",0,1,0,0,0,1,46,52,1,1,38.18,34.95,27500.5,0,0,58.629
"1036","0131008C",0,0,1,0,0,1,35,45,1,0,NA,34.95,32500.5,0,0,53.797
"1037","0131009C",0,0,1,0,0,1,35,36,0,0,35.78,53.5,45000.5,0,0,56.374
"1038","0131010C",0,0,0,1,0,1,29,31,1,1,35.78,35.78,62500.5,0,0,35.915
"1039","0131012C",0,1,0,0,0,1,44,44,0,0,63.43,63.43,150000.5,0,0,63.373
"1040","0131013C",0,0,0,1,0,1,35,50,0,1,35.78,34.95,27500.5,0,0,48.976
"1041","0131014C",0,1,0,0,0,1,39,40,0,0,64.89,53.5,150000.5,0,0,51.457
"1042","0131015C",0,0,0,1,0,1,NA,34,1,NA,NA,34.95,12500.5,1,0,54.563
"1043","0131018C",0,0,1,0,0,1,44,49,0,1,63.43,61.56,62500.5,0,0,36.451
"1044","0131019C",0,0,1,0,0,1,31,30,1,0,35.78,35.92,22500.5,1,0,40.479
"1045","0131020C",0,0,1,0,0,1,71,62,1,0,61.56,38.18,62500.5,0,0,49.587
"1046","0131021C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.675
"1047","0131022C",0,1,0,0,0,1,43,NA,NA,0,48.69,NA,62500.5,0,0,56.174
"1048","0131024C",0,0,1,0,0,1,42,NA,NA,0,38.18,NA,32500.5,0,0,45.035
"1049","0132001C",0,0,0,0,1,1,39,40,0,0,NA,64.89,87500.5,0,0,60.813
"1050","0132003C",0,1,0,0,0,1,39,36,0,0,35.78,59,87500.5,0,0,48.749
"1051","0132004C",0,0,0,0,0,1,42,42,0,0,38.18,57.83,62500.5,0,0,45.242
"1052","0132005C",0,1,0,0,0,1,37,NA,NA,0,59,NA,150000.5,0,0,48.884
"1053","0132006C",0,1,0,0,0,1,47,NA,NA,0,34.95,NA,62500.5,0,0,57.657
"1054","0132009C",0,1,0,0,0,1,40,40,0,0,35.78,72.1,87500.5,0,0,57.231
"1055","0132010C",0,1,0,0,0,1,57,39,0,0,59,52.54,62500.5,0,0,55.375
"1056","0132011C",0,1,0,0,0,1,41,40,0,0,63.43,48.69,87500.5,0,0,59.783
"1057","0132012C",0,1,0,0,0,1,43,43,0,0,77.5,77.5,62500.5,0,0,61.794
"1058","0132013C",0,1,0,0,0,1,46,54,0,0,61.56,77.5,150000.5,0,0,54.046
"1059","0132014C",0,1,0,0,0,1,45,49,1,0,35.78,39.2,62500.5,0,0,61.324
"1060","0132015C",0,1,0,0,0,1,47,48,1,0,61.56,53.5,62500.5,0,0,47.368
"1061","0132017C",0,1,0,0,0,1,38,38,0,0,NA,35.78,150000.5,0,0,69.821
"1062","0132018C",0,1,0,0,0,1,47,46,0,0,63.43,53.5,150000.5,0,0,56.39
"1063","0132019C",0,1,0,0,0,1,45,44,0,1,38.18,35.78,62500.5,0,0,43.93
"1064","0132020C",0,1,0,0,0,1,46,46,0,0,NA,53.5,150000.5,0,0,57.761
"1065","0132021C",0,1,0,0,0,1,44,37,0,0,35.78,62.87,150000.5,0,0,65.774
"1066","0132022C",0,1,0,0,0,1,40,45,0,0,NA,35.78,200001,0,0,52.736
"1067","0132023C",0,1,0,0,0,1,41,49,0,0,NA,53.5,87500.5,0,0,44.787
"1068","0132024C",0,1,0,0,0,2,42,45,0,0,NA,53.5,150000.5,0,0,65.482
"1069","0133001C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.755
"1070","0133002C",0,1,0,0,0,3,44,NA,NA,0,57.83,NA,27500.5,0,0,54.5
"1071","0133003C",0,1,0,0,0,1,49,48,0,0,77.5,35.78,150000.5,0,0,68.127
"1072","0133005C",0,1,0,0,0,1,32,30,1,1,38.18,39.2,62500.5,0,0,56.762
"1073","0133006C",0,1,0,0,0,1,36,38,0,0,61.56,53.5,87500.5,0,0,53.948
"1074","0133007C",0,1,0,0,0,1,38,42,1,0,NA,53.5,62500.5,0,0,45.426
"1075","0133008C",0,1,0,0,0,1,40,41,0,0,NA,63.43,150000.5,0,0,65.323
"1076","0133009C",0,1,0,0,0,1,37,41,0,0,38.18,53.5,45000.5,0,0,59.935
"1077","0133010C",0,1,0,0,0,1,40,41,0,0,63.43,48.69,62500.5,0,0,60.365
"1078","0133011C",0,1,0,0,0,1,38,45,1,1,34.95,33.42,32500.5,0,0,45.261
"1079","0133012C",0,1,0,0,0,1,34,34,1,0,35.78,53.5,45000.5,0,0,47.658
"1080","0133014C",0,1,0,0,0,1,26,NA,NA,0,33.42,NA,22500.5,0,0,61.806
"1081","0133017C",0,1,0,0,0,1,34,40,1,0,63.43,39.2,62500.5,0,0,56.126
"1082","0133019C",0,1,0,0,0,1,39,58,0,0,NA,33.42,45000.5,0,0,63.49
"1083","0133020C",0,1,0,0,0,1,42,48,1,1,34.95,35.92,27500.5,0,0,55.523
"1084","0133023C",0,1,0,0,0,1,36,49,0,0,38.18,64.89,62500.5,0,0,56.559
"1085","0133024C",0,1,0,0,0,1,41,45,0,0,NA,53.5,62500.5,0,0,69.337
"1086","0134001C",0,1,0,0,0,1,37,41,0,0,NA,53.5,200001,0,0,40.433
"1087","0134002C",0,1,0,0,0,1,35,39,0,0,34.95,53.5,62500.5,0,0,57.842
"1088","0134003C",0,1,0,0,0,1,45,42,1,1,35.92,33.42,62500.5,0,0,48.436
"1089","0134004C",0,1,0,0,0,1,38,39,0,0,53.5,35.78,87500.5,0,0,65.962
"1090","0134006C",0,1,0,0,0,1,41,43,0,0,61.56,35.78,87500.5,0,0,59.693
"1091","0134007C",0,1,0,0,0,1,33,38,0,0,NA,33.42,37500.5,0,0,53.263
"1092","0134008C",0,0,0,1,0,1,41,41,1,1,38.18,53.5,45000.5,0,0,37.938
"1093","0134009C",0,1,0,0,0,1,43,42,1,1,34.95,34.95,32500.5,0,0,47.528
"1094","0134010C",0,1,0,0,0,1,36,37,0,1,NA,64.89,45000.5,0,0,66.573
"1095","0134011C",0,1,0,0,0,1,47,48,0,0,NA,35.78,87500.5,0,0,55.345
"1096","0134014C",0,1,0,0,0,1,42,42,0,0,35.78,NA,87500.5,0,0,61.506
"1097","0134015C",0,1,0,0,0,1,39,NA,NA,0,53.5,NA,62500.5,0,0,44.704
"1098","0134017C",0,1,0,0,0,1,38,41,0,0,38.18,33.42,62500.5,0,0,60.317
"1099","0134019C",0,1,0,0,0,1,41,51,0,1,37.67,38.18,45000.5,0,0,68.446
"1100","0134020C",0,1,0,0,0,1,39,39,0,1,NA,48.69,62500.5,0,0,52.481
"1101","0134021C",0,1,0,0,0,1,46,45,0,0,NA,64.89,37500.5,0,0,59.173
"1102","0134022C",0,1,0,0,0,1,33,NA,NA,1,53.5,NA,7500.5,1,0,54.033
"1103","0134023C",0,1,0,0,0,1,35,41,0,1,34.95,34.95,87500.5,0,0,60.452
"1104","0134024C",0,1,0,0,0,1,48,38,1,1,61.56,39.18,45000.5,0,0,52.45
"1105","0136001C",0,0,0,0,1,2,39,36,0,0,61.56,48.69,62500.5,0,0,60.342
"1106","0136004C",0,1,0,0,0,1,36,41,0,1,53.5,35.78,87500.5,0,0,54.751
"1107","0136005C",0,1,0,0,0,1,31,33,1,0,53.5,35.92,62500.5,0,0,55.155
"1108","0136006C",0,1,0,0,0,1,45,47,0,0,63.43,35.78,62500.5,0,0,47.52
"1109","0136007C",0,1,0,0,0,1,40,44,1,0,33.42,35.92,45000.5,0,0,42.104
"1110","0136008C",0,1,0,0,0,1,33,35,0,0,NA,48.69,45000.5,0,0,42.732
"1111","0136009C",0,1,0,0,0,2,31,31,0,1,34.95,34.95,27500.5,0,0,48.373
"1112","0136010C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.833
"1113","0136011C",0,1,0,0,0,1,31,43,0,0,38.18,35.78,150000.5,0,0,50.887
"1114","0136012C",0,1,0,0,0,2,33,38,1,1,34.95,35.92,32500.5,0,0,37.358
"1115","0136013C",0,0,0,0,0,2,34,39,0,1,53.5,34.95,37500.5,0,0,37.079
"1116","0136014C",0,1,0,0,0,1,NA,37,0,NA,NA,38.18,37500.5,0,0,48.127
"1117","0136015C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.656
"1118","0136020C",0,1,0,0,0,1,69,79,0,0,72.1,NA,32500.5,0,0,49.129
"1119","0136023C",0,1,0,0,0,1,28,32,0,0,NA,38.18,37500.5,0,0,49.994
"1120","0136024C",0,1,0,0,0,2,33,33,1,1,34.95,39.2,32500.5,0,1,47.268
"1121","0142002C",1,1,0,0,0,1,38,37,0,0,61.56,35.78,62500.5,0,0,48.96
"1122","0142006C",1,1,0,0,0,1,28,34,0,0,48.69,34.95,62500.5,0,0,32.408
"1123","0142008C",1,1,0,0,0,1,46,55,1,1,48.69,NA,22500.5,0,0,64.583
"1124","0142013C",1,1,0,0,0,1,42,42,0,0,53.5,39.18,45000.5,0,0,49.306
"1125","0142014C",1,1,0,0,0,1,46,47,0,1,33.42,48.69,87500.5,0,0,57.488
"1126","0142015C",1,1,0,0,0,1,40,43,0,0,38.18,34.95,87500.5,0,0,49.431
"1127","0142016C",1,1,0,0,0,1,42,42,1,1,35.78,64.89,12500.5,1,0,59.059
"1128","0142018C",1,1,0,0,0,1,49,50,0,0,61.56,38.18,87500.5,0,0,54.179
"1129","0142019C",1,1,0,0,0,1,43,44,0,0,57.83,48.69,45000.5,0,1,63.665
"1130","0142020C",1,1,0,0,0,1,44,44,0,0,NA,33.42,62500.5,0,0,56.025
"1131","0142021C",1,1,0,0,0,1,39,50,1,0,61.56,39.18,37500.5,0,0,45.586
"1132","0143001C",0,0,0,0,1,1,42,43,0,0,61.56,35.92,87500.5,0,0,60.477
"1133","0143002C",0,0,0,0,1,1,44,47,0,1,35.78,52.54,32500.5,0,0,65.586
"1134","0143003C",0,0,0,0,1,2,35,46,1,0,NA,35.92,62500.5,0,0,51.1
"1135","0143004C",0,0,0,1,0,1,34,49,0,0,NA,35.92,45000.5,0,0,56.772
"1136","0143005C",0,1,0,0,0,1,37,39,0,0,38.18,38.18,150000.5,0,0,53.132
"1137","0143007C",0,0,0,0,1,1,36,44,0,0,48.69,62.87,62500.5,0,0,59.641
"1138","0143008C",0,0,0,0,1,1,34,38,1,1,52.54,34.95,22500.5,1,0,54.367
"1139","0143009C",0,0,0,0,1,1,42,43,1,0,61.56,35.92,87500.5,0,0,60.281
"1140","0143011C",0,0,0,0,1,2,37,NA,NA,0,57.83,NA,32500.5,0,0,44.272
"1141","0143012C",0,0,0,0,1,1,42,45,0,0,38.18,48.69,62500.5,0,0,60.682
"1142","0143013C",0,1,0,0,0,1,27,36,1,0,57.83,48.69,87500.5,0,0,52.193
"1143","0143014C",0,1,0,0,0,1,44,NA,NA,0,38.18,NA,150000.5,0,0,62.718
"1144","0143016C",0,0,0,1,0,1,46,54,0,0,38.18,33.42,45000.5,0,0,44.558
"1145","0143017C",0,1,0,0,0,1,41,NA,NA,0,35.78,NA,87500.5,0,0,42.513
"1146","0143018C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.944
"1147","0143020C",0,1,0,0,0,1,43,43,0,0,61.56,53.5,62500.5,0,0,55.925
"1148","0143021C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.12
"1149","0143022C",0,1,0,0,0,2,37,NA,NA,1,52.54,NA,7500.5,1,0,50.063
"1150","0143023C",0,1,0,0,0,1,47,43,0,1,38.18,63.43,87500.5,0,0,60.431
"1151","0143024C",0,0,1,0,0,1,45,NA,NA,0,61.56,NA,87500.5,0,0,44.305
"1152","0143040C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.354
"1153","0144001C",1,0,0,0,1,1,41,44,0,0,61.56,53.5,150000.5,0,0,60.438
"1154","0144005C",1,0,0,1,0,1,36,36,1,0,57.83,39.18,62500.5,0,0,57.046
"1155","0144007C",1,1,0,0,0,1,44,47,0,0,38.18,38.18,45000.5,0,0,53.388
"1156","0144010C",1,0,0,1,0,1,42,43,0,0,53.5,48.69,150000.5,0,0,51.653
"1157","0144011C",1,1,0,0,0,1,43,NA,NA,0,53.5,NA,62500.5,0,0,67.562
"1158","0144012C",1,1,0,0,0,1,39,41,0,0,57.83,48.69,62500.5,0,0,61.401
"1159","0144015C",1,1,0,0,0,1,42,41,0,0,53.5,34.95,87500.5,0,0,49.358
"1160","0144016C",1,0,0,1,0,1,39,37,1,0,NA,34.95,87500.5,0,0,53.134
"1161","0144017C",1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.173
"1162","0144020C",1,1,0,0,0,1,36,NA,NA,1,38.18,NA,32500.5,0,0,63.746
"1163","0144021C",1,1,0,0,0,1,41,41,0,0,38.18,53.5,87500.5,0,0,65.968
"1164","0144024C",1,1,0,0,0,1,48,47,0,0,61.56,39.18,87500.5,0,0,50.17
"1165","0145001C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.265
"1166","0145008C",0,1,0,0,0,1,NA,NA,0,0,72.1,53.5,150000.5,0,0,67.118
"1167","0145009C",0,1,0,0,0,1,33,49,0,0,63.43,48.69,150000.5,0,0,56.098
"1168","0145011C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.467
"1169","0145013C",1,0,0,1,0,1,42,42,0,0,63.43,34.95,150000.5,0,0,51.325
"1170","0145016C",0,1,0,0,0,1,49,48,1,1,NA,35.92,87500.5,0,0,48.152
"1171","0145019C",1,1,0,0,0,1,43,NA,NA,0,48.69,NA,45000.5,0,0,52.834
"1172","0145020C",0,0,0,0,1,1,46,48,0,0,53.5,39.2,150000.5,0,0,70.524
"1173","0146021C",0,0,0,1,0,1,45,NA,NA,1,34.95,NA,12500.5,1,0,33.155
"1174","0147001C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.78
"1175","0147002C",0,0,0,0,1,1,39,46,0,0,NA,63.43,45000.5,0,0,67.211
"1176","0147003C",0,1,0,0,0,1,29,41,0,0,53.5,64.89,200001,0,0,46.817
"1177","0147004C",0,1,0,0,0,1,45,42,1,0,53.5,33.42,150000.5,0,0,57.922
"1178","0147006C",0,1,0,0,0,1,34,34,1,1,NA,39.2,45000.5,0,0,60.344
"1179","0147009C",0,1,0,0,0,1,40,40,1,1,38.18,34.95,87500.5,0,0,42.705
"1180","0147012C",0,1,0,0,0,1,47,44,1,0,38.18,33.42,62500.5,0,0,50.693
"1181","0147013C",0,1,0,0,0,1,38,NA,NA,1,35.78,NA,45000.5,0,0,49.362
"1182","0147016C",0,1,0,0,0,1,50,62,0,0,61.56,39.18,150000.5,0,0,39.653
"1183","0147018C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.296
"1184","0147019C",0,0,0,0,1,1,39,38,1,0,35.78,33.42,62500.5,0,0,38.573
"1185","0147020C",0,0,0,1,0,1,36,41,1,1,NA,39.18,62500.5,0,0,48.957
"1186","0150001C",1,0,0,0,1,1,39,39,0,0,38.18,53.5,62500.5,0,0,47.948
"1187","0150002C",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.177
"1188","0150004C",1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.681
"1189","0150005C",1,0,0,1,0,1,31,31,0,1,33.42,34.95,27500.5,1,0,53.564
"1190","0150009C",0,0,0,1,0,1,31,33,0,1,53.5,53.5,62500.5,0,0,59.434
"1191","0150011C",1,0,1,0,0,1,30,NA,NA,1,35.78,NA,22500.5,1,0,48.313
"1192","0150012C",1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.931
"1193","0150015C",0,0,0,1,0,1,32,NA,NA,0,38.18,NA,22500.5,0,0,58.915
"1194","0150018C",1,0,0,1,0,1,32,29,1,1,38.18,38.18,37500.5,0,0,43.231
"1195","0151006C",0,0,0,1,0,1,30,32,0,0,38.18,39.2,7500.5,1,1,48.611
"1196","0151012C",0,0,1,0,0,5,33,NA,NA,1,34.95,NA,27500.5,1,1,34.313
"1197","0151024C",0,0,1,0,0,1,49,NA,NA,1,34.95,NA,27500.5,0,0,44.195
"1198","0154001C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.875
"1199","0154002C",0,0,0,0,1,1,36,44,0,0,57.83,57.83,62500.5,0,0,59.422
"1200","0154003C",0,1,0,0,0,1,41,45,1,1,38.18,33.42,62500.5,0,0,50.925
"1201","0154004C",0,0,0,1,0,1,35,34,1,1,38.18,39.18,62500.5,0,0,52.786
"1202","0154006C",0,0,0,1,0,1,44,44,0,1,NA,53.5,87500.5,0,0,41.894
"1203","0154007C",0,1,0,0,0,1,38,40,0,0,63.43,53.5,200001,0,0,49.398
"1204","0154008C",0,0,1,0,0,1,30,49,1,1,35.78,34.95,32500.5,0,0,40.164
"1205","0154011C",0,1,0,0,0,1,45,45,0,0,63.43,38.18,87500.5,0,0,37.813
"1206","0154012C",0,1,0,0,0,1,37,36,0,1,38.18,77.5,200001,0,0,51
"1207","0154013C",0,1,0,0,0,2,53,56,1,0,38.18,53.5,37500.5,0,0,39.87
"1208","0154015C",0,1,0,0,0,1,36,37,0,1,35.78,35.92,62500.5,0,0,54.907
"1209","0154016C",0,1,0,0,0,1,37,42,1,0,38.18,38.18,87500.5,0,0,56.714
"1210","0154017C",0,1,0,0,0,1,45,46,0,0,53.5,64.89,150000.5,0,0,59.908
"1211","0154018C",0,1,0,0,0,1,39,43,0,0,34.95,35.63,45000.5,0,0,56.916
"1212","0154019C",0,1,0,0,0,1,41,51,1,1,NA,39.2,150000.5,0,0,43.59
"1213","0154020C",0,1,0,0,0,1,38,NA,NA,0,63.43,NA,37500.5,0,0,58.714
"1214","0154021C",0,1,0,0,0,1,46,50,0,1,34.95,48.69,62500.5,0,0,56.547
"1215","0154022C",0,0,0,1,0,1,37,38,0,0,38.18,35.78,87500.5,0,0,46.287
"1216","0154023C",0,1,0,0,0,1,41,43,1,0,34.95,53.5,87500.5,0,0,57.515
"1217","0154024C",0,0,0,1,0,1,38,39,0,0,38.18,35.78,87500.5,0,0,48.993
"1218","0155005C",1,1,0,0,0,1,37,37,0,0,53.5,53.5,200001,0,0,59.997
"1219","0155006C",1,0,0,1,0,1,40,40,0,0,72.1,35.78,62500.5,0,0,48.267
"1220","0155009C",1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.185
"1221","0155010C",1,1,0,0,0,2,42,44,1,0,38.18,34.95,87500.5,0,0,47.055
"1222","0155011C",1,1,0,0,0,1,41,42,0,0,NA,59,150000.5,0,0,61.418
"1223","0155012C",1,1,0,0,0,1,44,38,0,0,48.69,39.2,87500.5,0,0,64.522
"1224","0155013C",1,1,0,0,0,1,37,37,0,0,NA,59,200001,0,0,56.937
"1225","0155014C",1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.561
"1226","0155015C",1,1,0,0,0,NA,40,40,0,0,NA,34.95,62500.5,0,0,57.131
"1227","0155016C",1,0,0,1,0,1,40,45,1,0,48.69,39.2,150000.5,0,0,53.105
"1228","0155017C",1,1,0,0,0,1,36,40,0,1,NA,34.95,62500.5,0,0,61.272
"1229","0155018C",1,1,0,0,0,1,42,44,0,1,38.18,59,62500.5,0,0,50.313
"1230","0155019C",1,1,0,0,0,1,46,46,0,0,NA,53.5,87500.5,0,0,55.706
"1231","0155020C",1,0,0,1,0,1,42,33,1,0,35.78,29.6,150000.5,0,0,61.126
"1232","0155021C",1,1,0,0,0,1,35,41,0,0,NA,35.78,62500.5,0,0,52.685
"1233","0155022C",1,1,0,0,0,1,42,57,1,0,34.95,38.18,150000.5,0,0,36.397
"1234","0155023C",1,0,0,1,0,1,34,35,0,1,38.18,53.5,150000.5,0,0,55.423
"1235","0157002C",1,1,0,0,0,1,45,50,0,0,63.43,NA,150000.5,0,0,47.816
"1236","0157003C",1,0,0,1,0,1,42,40,1,1,53.5,35.92,62500.5,0,0,42.57
"1237","0157004C",1,1,0,0,0,1,38,39,1,0,38.18,48.69,62500.5,0,0,47.689
"1238","0157005C",1,1,0,0,0,1,38,40,1,1,38.18,39.18,62500.5,0,0,39.061
"1239","0157006C",1,0,0,1,0,1,38,43,0,1,38.18,39.2,62500.5,0,0,57.313
"1240","0157008C",1,0,1,0,0,NA,42,42,0,0,38.18,34.95,32500.5,0,NA,53.253
"1241","0157009C",1,0,0,1,0,1,27,NA,NA,1,38.18,NA,37500.5,0,0,55.314
"1242","0157010C",1,0,0,1,0,2,48,43,0,0,38.18,53.5,150000.5,0,0,53.416
"1243","0157011C",1,1,0,0,0,1,39,42,0,1,NA,53.5,87500.5,0,0,62.726
"1244","0157012C",1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.797
"1245","0157013C",1,1,0,0,0,1,38,41,1,1,38.18,53.5,87500.5,0,0,44.036
"1246","0157014C",1,1,0,0,0,1,34,34,0,1,53.5,53.5,62500.5,0,0,55.598
"1247","0157016C",1,0,0,1,0,1,39,38,1,0,38.18,34.95,87500.5,0,0,48.899
"1248","0157018C",1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.314
"1249","0157019C",1,1,0,0,0,1,42,43,0,0,53.5,53.5,87500.5,0,0,45.215
"1250","0157021C",1,0,0,1,0,1,46,45,0,0,38.18,57.83,87500.5,0,0,54.475
"1251","0157023C",1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.729
"1252","0157025C",1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.12
"1253","0157027C",1,0,1,0,0,1,34,NA,NA,0,53.5,NA,37500.5,0,0,53.758
"1254","0159003C",1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.978
"1255","0159005C",1,1,0,0,0,1,43,49,1,1,38.18,NA,12500.5,1,0,53.315
"1256","0159009C",1,1,0,0,0,1,40,39,0,1,NA,35.78,37500.5,0,0,42.261
"1257","0159011C",1,0,0,0,1,1,37,42,0,0,35.78,33.42,32500.5,0,0,50.574
"1258","0159013C",1,1,0,0,0,1,46,41,0,0,38.18,53.5,150000.5,0,0,42.152
"1259","0159015C",1,0,0,0,1,1,37,38,1,1,34.95,35.78,62500.5,0,0,44.257
"1260","0159017C",1,0,0,1,0,1,37,42,1,1,38.18,35.92,32500.5,0,0,52.297
"1261","0159019C",1,1,0,0,0,1,36,39,1,1,38.18,39.18,45000.5,0,0,48.841
"1262","0159020C",1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.957
"1263","0159022C",1,1,0,0,0,1,42,46,0,0,35.78,35.78,87500.5,0,0,52.558
"1264","0159023C",1,1,0,0,0,1,31,NA,NA,0,34.95,NA,32500.5,0,0,60.995
"1265","0161002C",0,0,0,0,1,1,47,NA,NA,0,48.69,NA,62500.5,0,0,58.969
"1266","0161009C",0,1,0,0,0,1,49,51,0,0,53.5,48.69,200001,0,0,66.711
"1267","0161011C",0,1,0,0,0,1,42,49,0,0,52.54,72.1,87500.5,0,0,65.532
"1268","0161014C",0,1,0,0,0,1,49,46,0,1,NA,38.18,45000.5,0,0,58.389
"1269","0161015C",0,1,0,0,0,1,42,43,0,0,63.43,59,150000.5,0,0,74.584
"1270","0164003C",0,0,1,0,0,1,59,NA,NA,0,NA,NA,7500.5,1,1,48.073
